source_site,source_product_id,name,sku,permalink,price,regular_price,sale_price,on_sale,category_slugs,category_names,size_inferred,gsm_inferred,in_stock,image_primary,short_description_text
banhat,6476,Giấy Decal A4 Đế Xanh,GDEALA4DEXANH,https://vanphongphambanhat.com.vn/san-pham/giay-decal-a4-de-xanh/,75000,90000,75000,True,giay-in-van-phong|giay-decal,GIẤY IN VĂN PHÒNG|Giấy Decal - Tomy,,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2019/12/TK-giay-decal-xanh.jpg,"Giấy decal đế xanh là loại giấy đa năng được sử dụng trong nhiều lĩnh vực như in ấn tem nhãn, nhãn mác các loại mặt hàng trong tạp hóa hay siêu thị, thậm chí là nhãn mác tên sách trong nhà sách hay thư viện.. Loại giấy này có xuất xứ từ Việt Nam. Một trong những dòng giấy sản xuất trên chất liệu cao cấp, thiết bị cao cấp và hiện đại chuyên dán mác cho các sản phẩm. Sản phẩm được phân phối bởi văn phòng phẩm Ba Nhất."
banhat,6477,Giấy Decal A4 Đế Vàng,GDECALA4DEVANG,https://vanphongphambanhat.com.vn/san-pham/giay-decal-a4-de-vang/,78000,90000,78000,True,giay-in-van-phong|giay-decal,GIẤY IN VĂN PHÒNG|Giấy Decal - Tomy,,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2019/12/TK-Tomy-a4-1.jpg,"Được sản xuất trực tiếp tại Việt Nam với công nghệ tiên tiến nhất, Giấy Decal Đế Vàng thường được sử dụng để in ấn tem nhãn, logo, in mã vạch… phổ biến rộng rãi trên khắp thị trường. Văn phòng phẩm Ba Nhất chuyên cung cấp các loại giấy decal đế vàng chất lượng cao, giá tốt cung ứng nhu cầu tiêu dùng của nguồn lực khách hàng dồi dào trên khắp thị trường."
banhat,6478,Giấy Decal Da Bò,GDECALA4DABO,https://vanphongphambanhat.com.vn/san-pham/giay-decal-da-bo/,86300,90000,86300,True,giay-in-van-phong|giay-decal,GIẤY IN VĂN PHÒNG|Giấy Decal - Tomy,,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2019/12/giay-decal-da-bo-vpp-ba-nhat-2.jpg,"Giấy Decal Da Bò
này thường có bề mặt màu nâu nhạt gần giống như màu da của con bò, có độ sần nhẹ nên thẩm thấu mực rất tốt, dùng để in hình ảnh hoặc thông tin sản phẩm lên bề mặt đó, còn bề mặt phía sau của giấy sẽ có lớp keo phủ dùng để làm nhãn dán sản phẩm. Mặt sau là lớp keo được làm bằng Acrylic, loại keo này sẽ dính chặt vào lớp mặt của giấy."
banhat,6479,Nhãn Tomy A5 (Số Từ 99 – 124),NTOMYA5-99,https://vanphongphambanhat.com.vn/san-pham/nhan-tomy-a5-so-tu-99-124/,11000,13000,11000,True,giay-in-van-phong|giay-decal,GIẤY IN VĂN PHÒNG|Giấy Decal - Tomy,A5,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2019/12/TK-Tomy-a5.jpg,"Nhãn Tomy A5 (Số Từ 99 – 124) được biết đến là bộ giấy in ấn tem và nhãn dán tiết kiệm, hiệu quả được rất nhiều doanh nghiệp lớn, nhỏ hiện nay ưa chuộng và sử dụng. Đây là sản phẩm được đánh giá là loại giấy không chỉ dễ sử dụng mà còn tuyệt đối an toàn cho sức khỏe của người tiêu dùng."
banhat,6480,Nhãn Tomy A4 (Số Từ 125 – 149),NTOMYA4-125,https://vanphongphambanhat.com.vn/san-pham/nhan-tomy-a4-so-tu-125-149/,140000,150000,140000,True,giay-decal|giay-in-van-phong,Giấy Decal - Tomy|GIẤY IN VĂN PHÒNG,A4,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2019/12/TK-Tomy-a4.jpg,"Nhãn Tomy A4 (Số Từ 125 – 149)
được biết đến với khá nhiều cái tên khác nhau như: giấy in mã vạch tomy, giấy in mã vạch A4 hay giấy in mã vạch tập,…
Thương hiệu: Tomy.
Khổ giấy: A4
Đơn vị tính: Xấp
Đóng gói: hộp.
Sử dụng cho: Máy in laser (có hỗ trợ in loại giấy nhãn).
Download mẫu in Decal Tomy A4 dàn sẵn tiện lợi trên Word"
banhat,8432,Giấy A1 định lượng 100 gsm cuộn lớn 5 kg,GINA1DL1005KGLN,https://vanphongphambanhat.com.vn/san-pham/giay-a1-dinh-luong-100-gsm/,200000,250000,200000,True,giay-a0-giay-a1|giay-in-photo|giay-in-van-phong,Giấy A0 - Giấy A1|Giấy In - Photo|GIẤY IN VĂN PHÒNG,A1,100,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2019/12/TK.a1-100.jpg,"Giấy A1 100 gsm dạng cuộn (5,2 kg và 2,7 kg)
vẫn luôn được khách hàng đánh giá cao về chất lượng sản phẩm. Khổ giấy A1 chủ yếu được sử dụng chủ yếu với các công việc như thiết kế, phác họa bản vẽ."
banhat,8455,"Giấy A1 80 dạng cuộn khổ 61,5 cm 3kg",GINA1DL803KGLL,https://vanphongphambanhat.com.vn/san-pham/giay-a1-80-dang-cuon/,160000,200000,160000,True,giay-in-photo|giay-a0-giay-a1|giay-in-van-phong,Giấy In - Photo|Giấy A0 - Giấy A1|GIẤY IN VĂN PHÒNG,A1,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2019/12/70ceb7f52d5ed4008d4f.jpg,"Giấy A1 là dòng sản phẩm được sản xuất từ loại bột giấy cao cấp với các tiêu chuẩn, kỹ thuật đảm bảo chất lượng tốt nhất. Chính thế mà ngay từ khi ra đời nó luôn được người tiêu dùng lựa chọn là người bạn đồng hành vì chất lượng vượt trội.
Sản phẩm được phân phối bởi văn phòng phẩm Ba Nhất.
Với hàng loạt những ưu điểm của loại giấy này mang lại cho người tiêu dùng nên sản phẩm ngày càng được bày bán nhiều trên thị trường, trên các cửa hàng văn phòng phẩm và được người tiêu dùng bình chọn là sản "
banhat,8457,Giấy vệ sinh Toply có lõi 12 cuộn 2 lớp,GVSTOPLY,https://vanphongphambanhat.com.vn/san-pham/giay-ve-sinh-toply-co-loi-12-cuon/,42000,48000,42000,True,giay-ve-sinh|nhu-yeu-pham,Giấy Vệ Sinh|NHU YẾU PHẨM,,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2020/01/giay-ve-sinh-toply-co-loi-1.png,"Thông tin về giấy vệ sinh Toply có lõi 12 cuộn 2 lớp
Thương hiệu:
Toply
Sản Xuất:
Indonesia
Kích thước:
90 x 100 mm
Số cuộn:
12 cuộn
Số lớp:
2 lớp"
banhat,8458,Giấy vệ sinh May,GVSMAY,https://vanphongphambanhat.com.vn/san-pham/giay-ve-sinh-may/,60000,65000,60000,True,giay-ve-sinh|nhu-yeu-pham,Giấy Vệ Sinh|NHU YẾU PHẨM,,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2020/01/giay-cuon-may-gia-re-3.png,"Giấy vệ sinh May
Thương hiệu:
May
Sản Xuất:
Việt Nam
Kích thước:
90×100 mm
Số cuộn:
10 cuộn / bao PE"
banhat,15947,Giấy in Excel A4 80 GSM,GINEXCELA480,https://vanphongphambanhat.com.vn/san-pham/giay-in-excel-a4-80/,62000,67000,62000,True,giay-in-photo|giay-a4|giay-in-van-phong,Giấy In - Photo|Giấy A4|GIẤY IN VĂN PHÒNG,A4,80,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2020/04/giay-excel-a4-80-s.png,"Giấy in Excel A4 80 gsm
Thương hiệu: giấy Excel
Khổ giấy A4 ( 210mm x 297mm)
Định lượng 80gsm
Nếu khách hàng KHÔNG lấy hóa đơn, Giấy A4 giảm thêm 2.000, Giấy A3 giảm 5.000 trên đơn giá có VAT
Thị trường biến động nên Giá bán sẽ cập nhật theo thời giá.
Quý khách vui lòng Liên hệ để được Báo giá tốt nhất và chính xác tại thời điểm mua hàng.
Xin cảm ơn."
banhat,15953,Giấy Excel A3 80 gsm,GINEXCELA380,https://vanphongphambanhat.com.vn/san-pham/giay-excel-a3-80-gsm/,126000,145000,126000,True,giay-in-photo|giay-a3|giay-in-van-phong,Giấy In - Photo|Giấy A3|GIẤY IN VĂN PHÒNG,A3,80,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2020/04/giay-in-excel-a3-80-2s.png,"Thông số sản phẩm giấy Excel A3 80
Tên sản phẩm: Giấy A3 Excel 80gsm
Kích thước: Khổ A3 (297 x 420 mm)
Định lượng: 80gsm
Xuất xứ: Indonesia / Thái Lan
Quy cách đóng gói: 5 ream /thùng
Ứng dụng: in văn bản, tài liệu, hợp đồng, photocopy
Trọng lượng: Khoản 4.8kg /ream, 24kg /thùng
Nếu khách hàng KHÔNG lấy hóa đơn, Giấy A4 giảm thêm 2.000, Giấy A3 giảm 5.000 trên đơn giá có VAT
Thị trường biến động nên Giá bán có thể thay đổi theo thời giá.
Quý khách vui lòng Liên hệ để được Báo giá tốt nhất và chí"
banhat,17089,BÌA THÁI A3 LỚN KHỔ F3,BTHAIF3XDUONG,https://vanphongphambanhat.com.vn/san-pham/bia-thai-a3-lon-kho-f3/,90000,93000,90000,True,giay-bia-mau|giay-in-van-phong,Giấy Bìa Màu|GIẤY IN VĂN PHÒNG,A3,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2020/04/giay-bia-thai-f3-gia-re-e1595825498668.png,"Giấy in bìa Thái khổ F3 định lượng 160 gsm
có 5 màu tùy chọn trắng, xanh dương, xanh lá, vàng, hồng.
Là sản phẩm có chất lượng cao, dùng nguyên liệu chất lượng và quy trình sản xuất hiện đại. Bìa Thái A3 lớn khổ F3 160gsm dày, phẳng, mịn và không có cặn giấy. Hơn nữa, bìa có đủ các màu được nhuộm không có các chất gây độc hại. Từ đó, sản phẩm bìa khi in cho ra thành phẩm sắc nét, không bị nhòe hay lem mực, khả năng thấm mực tốt, đặc biệt lại luôn đảm bảo an toàn cho người sử dụng."
banhat,17093,Giấy ép Plastic CMND 160 MIC,BIAPLASTICCMND,https://vanphongphambanhat.com.vn/san-pham/giay-ep-plastic-cmnd-160-mic/,40000,45000,40000,True,giay-bia-mau|giay-in-van-phong,Giấy Bìa Màu|GIẤY IN VĂN PHÒNG,,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2020/04/plastic-ep-deo-cmnd-1-e1595830566693.png,"Giấy ép Plastic CMND 160 Mic
rất phổ biến và quen thuộc đối với mỗi chúng ta, nó có chất lượng tốt và thật sự hữu ích trong việc bảo vệ tài liệu, giấy tờ quan trọng của mỗi người.
Màng plastic ép dẻo CMND
còn có khả năng
chống nước, chống bụi bẩn cực kì tuyệt vời. Yên tâm khi gặp nước hay bị bám bẩn với giấy ép nhựa thẻ căn cước công dân bên ngoài, giấy tờ của bạn sẽ luôn khô ráo và sạch sẽ nhất có thể."
banhat,17520,GIẤY QUALITY A5 70 gsm,GINQUALITYA570,https://vanphongphambanhat.com.vn/san-pham/giay-quality-a5-70/,33000,37000,33000,True,giay-in-photo|giay-a5|giay-in-van-phong,Giấy In - Photo|Giấy A5|GIẤY IN VĂN PHÒNG,A5,70,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2020/05/giay-a5-70-quality-gia-re-1-e1595830177648.png,"Giấy in A5 Quality 70gsm giá rẻ chất lượng cao nhập khẩu Thái Lan
Kích thước: Khổ A5 (148 x 210 mm)
Định lượng: 70gsm
Số lượng: 500 tờ
Xuất xứ: Thái Lan
Quy cách đóng gói: 500 tờ /ream, 10 ream /thùng
Ứng dụng: in văn bản, tài liệu, hợp đồng, photocopy
Trọng lượng: Khoảng 1kg /ream, 10kg /thùng
Nếu khách hàng KHÔNG lấy hóa đơn, Giấy A4 giảm thêm 2.000, Giấy A3 giảm 5.000 trên đơn giá có VAT"
banhat,36501,Giấy note 3 size Double A màu dạ quang (Neon),GNOTEDOUBLE3SIZE,https://vanphongphambanhat.com.vn/san-pham/giay-note-3-size-double-a-mau-da-quang/,20000,25000,20000,True,giay-note-phan-trang|giay-in-van-phong,Giấy Note - Phân Trang|GIẤY IN VĂN PHÒNG,,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2020/12/giay-note-3-size-double-a-1.jpg,"Giấy note 3 size Double A màu dạ quang (Neon) tiện dụng
Kích thước: 76 x 127mm (3×5), 76 x 76mm (3×3), 76 x 51mm (3×2)
Với 3 màu dạ quang
Có thể tháo dán và gỡ ra dễ dàng nhờ lớp keo mỏng
Chất lượng đẹp, mịn, láng. Keo dính bền lâu nhưng dễ di dời.
Đóng gói: 50 tờ/màu, 150 tờ/tập
Màu sắc tươi sáng, bắt mắt (màu neon): vàng, hồng, xanh lá"
banhat,37224,Giấy note 5 màu nhựa 3M,,https://vanphongphambanhat.com.vn/san-pham/giay-note-5-mau-nhua-3m/,1,1000,1,True,giay-note-phan-trang|giay-in-van-phong,Giấy Note - Phân Trang|GIẤY IN VĂN PHÒNG,,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2021/01/giay-note-post-it-3m-2.jpg,"Giấy note 5 màu nhựa 3M
là loại giấy nhớ có kích cỡ nhỏ: chỉ 11*43mm,
Bộ có 5 màu sắc bắt mắt thường thấy như màu đỏ, vàng, xanh lam, xanh lá cây, màu cam.
Màu sắc của giấy note thường được thiết kế đậm màu, không bị phai màu và thông tin trên giấy lưu lại cũng giữ được khá lâu.
Tình trạng: còn hàng"
banhat,37317,GIẤY IN ẢNH EPSON 1 MẶT 230 GSM,GINANHEPSONA41M,https://vanphongphambanhat.com.vn/san-pham/giay-in-anh-epson-a4-1-mat/,30000,32000,30000,True,giay-in-anh|giay-in-van-phong,Giấy In Ảnh|GIẤY IN VĂN PHÒNG,,230,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2021/01/giay-in-anh-epson-1-mat-230-gsm-1.jpg,"GIẤY IN ẢNH EPSON 1 MẶT 230 GSM
Trọng lượng: 230 gsm.
Đơn vị tính: Xấp.
Kích thước: 279mm * 210mm.
Quy cách: 50 xấp/ 1 thùng.
Màu sắc: Trắng – bóng."
banhat,40801,Giấy in A4 A-one 72gsm,GINAONE472,https://vanphongphambanhat.com.vn/san-pham/giay-in-a4-a-one-72gsm/,58000,62000,58000,True,giay-a4|giay-in-photo|giay-in-van-phong,Giấy A4|Giấy In - Photo|GIẤY IN VĂN PHÒNG,A4,72,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2021/03/giay-in-a-one-A4-72gsm-4.jpg,"Giấy in A4
A-one
72gsm giá rẻ chất lượng tốt
Kích thước: Khổ A4 (210 x 297mm)
Định lượng: 72gsm
Số lượng: 500 tờ
Xuất xứ: Việt Nam
Quy cách đóng gói: 500 tờ /ream, 5 ream /thùng
Ứng dụng: in văn bản, tài liệu, hợp đồng, photocopy
Trọng lượng: Khoảng 2kg /ream, 10kg /thùng
Thị trường biến động nên Giá bán sẽ cập nhật theo thời giá.
Quý khách vui lòng Liên hệ để được Báo giá tốt nhất và chính xác tại thời điểm mua hàng.
Xin cảm ơn."
banhat,45478,Phân trang nhựa dán 4 màu Double A,N4MDOUBLEA,https://vanphongphambanhat.com.vn/san-pham/phan-trang-nhua-dan-4-mau-double-a/,11500,18000,11500,True,giay-note-phan-trang|giay-in-van-phong,Giấy Note - Phân Trang|GIẤY IN VĂN PHÒNG,,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2021/12/phan-trang-dan-nhua-4-mau-double-a-1.jpg,"Giấy phân trang nhựa dán 4 màu Double A chính hãng
Mã sản phẩm: Sigher 4 Double A FT040108-EN
Chất liệu: chất liệu PP
Kích thước: 38mm x 51mm
Đóng gói: 24 miếng/ xấp
Số lượng: 24 miếng (6 miếng/màu)"
banhat,45685,Giấy vệ sinh JAPANI SILK cuộn nhỏ có lõi,GVSJAPANISILK,https://vanphongphambanhat.com.vn/san-pham/giay-ve-sinh-japani-silk/,50000,60000,50000,True,giay-ve-sinh|nhu-yeu-pham,Giấy Vệ Sinh|NHU YẾU PHẨM,,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2022/04/giay-ve-sinh-cuon-nho-japani-silk-10-vpp-ba-nhat-2.jpg,"Giấy vệ sinh JAPANI SILK cuộn nhỏ có lõi
100% bột giấy nguyên sinh nhập khẩu
Định lượng: 14gsm ±2
Đóng gói: mỗi lốc 10 cuộn, cuộn 3 lớp, dải dài 297m
Đặc điểm: Giấy trắng, mềm, mịn, dai, hoa văn mặt trong chấm bi mặt ngoài bông hoa
Tình trạng: Còn hàng"
banhat,46167,Giấy IK Natural A4 70gsm,GINNATURALA470,https://vanphongphambanhat.com.vn/san-pham/giay-ik-natural-a4-70gsm/,62500,66000,62500,True,giay-a4|giay-in-photo|giay-in-van-phong,Giấy A4|Giấy In - Photo|GIẤY IN VĂN PHÒNG,A4,70,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2022/05/giay-a4-70gsm-IK-Natural-vpp-ba-nhat-tphcm-2.jpg,"Giấy in A4 IK Natural 70gsm giá rẻ nhập khẩu từ Indo
Kích thước: Khổ A4 (210 x 297mm)
Định lượng: 70gsm
Số lượng: 500 tờ
Xuất xứ: Indonesia
Quy cách đóng gói: 500 tờ /ream, 5 ream /thùng
Ứng dụng: in văn bản, tài liệu, hợp đồng, photocopy
Trọng lượng: Khoảng 2kg /ream, 10kg /thùng
Nếu khách hàng KHÔNG lấy hóa đơn, Giấy A4 giảm thêm 2.000, Giấy A3 giảm 5.000 trên đơn giá có VAT
Thị trường biến động nên Giá bán sẽ cập nhật theo thời giá.
Quý khách vui lòng Liên hệ để được Báo giá tốt nhất và chính"
banhat,46853,Giấy Paper One A3 80 gsm,GINPAPERONEA380,https://vanphongphambanhat.com.vn/san-pham/giay-paper-one-a3-80/,158000,170000,158000,True,giay-a3|giay-in-photo|giay-in-van-phong,Giấy A3|Giấy In - Photo|GIẤY IN VĂN PHÒNG,A3,80,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2019/12/paper-one-a3-80.png,"Giấy in Paper One A3 80 gsm cao cấp nhập khẩu từ Indo
Kích thước: Khổ A3 (297 x 420 mm)
Định lượng: 80gsm
Số lượng: 500 tờ
Xuất xứ: Indonesia
Quy cách đóng gói: 500 tờ /ream, 5 ream /thùng
Ứng dụng: in văn bản, tài liệu, hợp đồng, photocopy
Trọng lượng: Khoảng 4.8kg /ream, 24kg /thùng
Nếu khách hàng KHÔNG lấy hóa đơn, Giấy A4 giảm thêm 2.000, Giấy A3 giảm 5.000 trên đơn giá có VAT
Thị trường biến động nên Giá bán có thể thay đổi theo thời giá.
Quý khách vui lòng Liên hệ để được Báo giá tốt nhất "
banhat,48402,Giấy A4 Bãi bằng vàng 60gsm,GINBAIBANGA4,https://vanphongphambanhat.com.vn/san-pham/giay-a4-bai-bang-vang-60gsm/,72000,75000,72000,True,giay-a4|giay-in-photo|giay-in-van-phong,Giấy A4|Giấy In - Photo|GIẤY IN VĂN PHÒNG,A4,60,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2022/10/giay-in-a4-60gsm-bai-bang-vpp-ba-nhat.jpg,"Giấy A4 Bãi bằng vàng 60 gsm
Kích thước: khổ A4
Định lượng: 60gsm
Giấy màu vàng nhạt
Quy cách: lẻ 1 ream, 5 ream / thùng
Đơn vị tính: Ream
Xuất xứ: Việt Nam
Quy cách đóng gói: 500 tờ / ream
Giấy A4 bãi bằng vàng 60gsm thích hợp trong văn phòng, in ấn, photocopy"
banhat,48408,Giấy A4 Delight 70gsm,GIDELIGHTA470,https://vanphongphambanhat.com.vn/san-pham/giay-a4-delight-70gsm/,61000,73000,61000,True,giay-a4|giay-in-photo|giay-in-van-phong,Giấy A4|Giấy In - Photo|GIẤY IN VĂN PHÒNG,A4,70,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2022/10/giay-in-a4-70gsm-gia-re-delight-vpp-ba-nhat.jpg,"Giấy A4 70gsm Delight chính hãng
Kích thước: Khổ A4 (210 x 297mm)
Định lượng: 70gsm
Số lượng: 500 tờ
Xuất xứ: Thái Lan
Đơn vị tính: Ream
Đóng gói: 5 Ream / Thùng
Thích hợp dùng in ấn văn bản, photocopy"
banhat,48409,Giấy A4 70gsm Viva Extra,GINVIVAA470,https://vanphongphambanhat.com.vn/san-pham/giay-a4-70gsm-viva-extra/,59500,70000,59500,True,giay-a4|giay-in-photo,Giấy A4|Giấy In - Photo,A4,70,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2022/10/giay-in-a4-70gsm-gia-re-viva-extra-vpp-ba-nhat.jpg,"Giấy A4 Viva Extra định lượng 70gsm
Kích thước: Khổ A4 (210 x 297mm)
Định lượng: 70gsm ++
Số lượng: 500 tờ
Chất lượng: Đẹp, trắng, mịn, láng
Xuất xứ: An Hòa paper Việt Nam
Đóng gói: 5 Ream / Thùng
Thích hợp dùng in ấn văn bản, photocopy"
banhat,48410,Giấy A5 60gsm Bãi bằng vàng,GINBAIBANGA5,https://vanphongphambanhat.com.vn/san-pham/giay-a5-bai-bang-60-gsm/,28000,35000,28000,True,giay-a5|giay-in-photo|giay-in-van-phong,Giấy A5|Giấy In - Photo|GIẤY IN VĂN PHÒNG,A5,60,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2022/10/giay-in-a5-60gsm-bai-bang-gia-re-vpp-ba-nhat.jpg,"Giấy A5 Bãi bằng vàng
Kích thước: khổ A5
Định lượng: 60gsm
Giấy màu vàng nhạt
Quy cách: lẻ 2 ream, 10 ream / thùng
Đơn vị tính: Ream
Xuất xứ: Việt Nam
Quy cách đóng gói: 500 tờ / ream
Giấy A5 bãi bằng vàng 60gsm thích hợp trong văn phòng, in ấn, photocopy"
banhat,48413,Giấy A4 IK copy 70gsm,GINIKCOPYA470,https://vanphongphambanhat.com.vn/san-pham/giay-a4-ik-copy-70gsm/,57500,70000,57500,True,giay-a4|giay-in-photo|giay-in-van-phong,Giấy A4|Giấy In - Photo|GIẤY IN VĂN PHÒNG,A4,70,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2022/10/giay-in-a4-70gsm-ik-copy-vpp-ba-nhat.jpg,"Giấy A4 IK copy 70gsm chính hãng
Ream giấy A4 70 gsm IK Copy (500 tờ) – Hàng nhập khẩu Indonesia
Thương hiệu: IK
Kích thước: khổ A4
Định lượng: 70 gsm
Quy cách: 500 tờ / ream
Bảo quản: Nhiệt độ: 10 ~ 55º C, Độ ẩm: 55 ~ 95% RH."
banhat,48533,Giấy A4 80gsm IK Signature cao cấp,GINIKSIGA480,https://vanphongphambanhat.com.vn/san-pham/giay-a4-80gsm-ik-signature/,75000,80000,75000,True,giay-a4|giay-in-photo|giay-in-van-phong,Giấy A4|Giấy In - Photo|GIẤY IN VĂN PHÒNG,A4,80,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2022/10/giay-a4-80gsm-ik-signature-vpp-ba-nhat.jpg,"Giấy in A4 IK Signature 80gsm
Thương hiệu: IK
Kích thước: A4 (210 x 297 mm)
Định lượng: 80 gsm
Quy cách: 500 tờ / ream
Bảo quản: Nhiệt độ: 10 ~ 55º C
Độ ẩm: 55 ~ 95% RH
Hàng nhập khẩu Indonesia"
banhat,48774,Giấy note Double A màu vàng,NOTEDOUBLE3X3,https://vanphongphambanhat.com.vn/san-pham/giay-note-double-a/,5000,7000,5000,True,giay-note-phan-trang|giay-in-van-phong,Giấy Note - Phân Trang|GIẤY IN VĂN PHÒNG,,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2022/10/giay-note-3x3-double-a-vpp-ba-nhat.jpg,"Giấy Note Double A vàng cao cấp
Chất lượng: Đẹp, mịn, láng. Keo dính tốt, bền lâu
Màu sắc: màu vàng
Quy cách: 100 tờ / xấp
Giấy Note 3×2 Double A : (3×2 inch ~ 76×51 mm)
Giấy Note 3×3 Double A : (3×3 inch ~ 76×76 mm)
Giấy Note 3×4 Double A : (3×4 inch ~ 76×102 mm)
Giấy Note 3×5 Double A : (3×5 inch ~ 76×127 mm)"
banhat,48778,Giấy note 2×3 Stickiii,NOTESTICKII2X3,https://vanphongphambanhat.com.vn/san-pham/giay-note-2x3-stickiii/,5000,6000,5000,True,giay-note-phan-trang|giay-in-van-phong,Giấy Note - Phân Trang|GIẤY IN VĂN PHÒNG,,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2022/10/giay-note-2x3-stickiii-vpp-ba-nhat.jpg,Giấy note 2×3 Stickiii : Tiện lợi cho việc mang theo mọi lúc mọi nơi. Ngay cả trong những lúc bận rộn nhất bạn cũng có thể ghi chú 1 cách dễ dàng.
banhat,48779,Giấy A5 70gsm VIVA Extra giá rẻ,GINVIVAA570,https://vanphongphambanhat.com.vn/san-pham/giay-a5-70gsm-viva-gia-re/,30500,37000,30500,True,giay-a5|giay-in-photo|giay-in-van-phong,Giấy A5|Giấy In - Photo|GIẤY IN VĂN PHÒNG,A5,70,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2022/10/giay-in-a5-70gsm-viva-gia-re-vpp-ba-nhat.jpg,"Giấy A5 Viva Extra định lượng 70gsm
Kích thước: Khổ A5 (148 x 210 mm)
Định lượng: 70gsm ++
Số lượng: 500 tờ
Chất lượng: Đẹp, trắng, mịn, láng
Xuất xứ: An Hòa paper Việt Nam
Đóng gói: 10 Ream / Thùng
Thích hợp dùng in ấn văn bản, photocopy"
banhat,55761,Giấy in nhiệt K80x80 giá rẻ,,https://vanphongphambanhat.com.vn/san-pham/giay-in-nhiet-k80x80/,1,1000,1,True,giay-in-nhiet|giay-in-van-phong,Giấy In Nhiệt|GIẤY IN VĂN PHÒNG,,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2023/04/giay-in-nhiet-k80-x-80-in-bill-gia-re-vpp-ba-nhat.jpg,"Giấy in nhiệt K80x80 in bill, in hóa đơn chất lượng giá tốt
Độ rộng cuộn giấy: 80mm
Đường kính ngoài cuộn: 80mm (ø 80mm)
Đường kính trong lõi: 15mm (ø 15mm)
Chiều dài: 64m
Sử dụng: In nhiệt trực tiếp (không cần mực)
Tương thích: Máy in nhiệt, máy in hóa đơn in nhiệt
Đơn vị tính: Cuộn
Đóng gói: 50 cuộn /thùng
Xuất xứ: Nhập khẩu
Ứng dụng: In hóa đơn bán hàng, bill tính tiền, phiếu order, phiếu giữ đồ"
banhat,55764,Giấy in nhiệt K80x65 giá rẻ,GINNHIETK80X65,https://vanphongphambanhat.com.vn/san-pham/giay-in-nhiet-k80x65/,15000,18000,15000,True,giay-in-nhiet|giay-in-van-phong,Giấy In Nhiệt|GIẤY IN VĂN PHÒNG,,,Còn hàng,https://vanphongphambanhat.com.vn/wp-content/uploads/2023/04/giay-in-nhiet-k80-x-65-in-bill-gia-re-vpp-ba-nhat.jpg,"Giấy in nhiệt K80 x 65 in bill, in hóa đơn chất lượng giá tốt
Độ rộng cuộn giấy: 80mm
Đường kính ngoài cuộn: 65mm (ø 65mm)
Đường kính trong lõi: 15mm (ø 15mm)
Chiều dài: 43m
Sử dụng: In nhiệt trực tiếp (không cần mực)
Tương thích: Máy in nhiệt, máy in hóa đơn in nhiệt
Đơn vị tính: Cuộn
Đóng gói: 50 cuộn /thùng
Xuất xứ: Nhập khẩu
Ứng dụng: In hóa đơn bán hàng, bill tính tiền, phiếu order, phiếu giữ đồ"
